id,name,party,last_check,x_handle,x_last_post,bluesky_handle,bluesky_last_post,mastodon_handle,mastodon_last_post
Q5369877,Sveriges ambassad i Rom,,,,,,,,
Q27588394,Sveriges ambassad i Santiago de Chile,,2026-02-07T04:32:45.986604+00:00,SwedeninChile,2026-01-13T18:24:58+00:00,,,,
Q10686023,Sveriges ambassad i Sarajevo,,,,,,,,
Q10686025,Sveriges ambassad i Seoul,,2026-02-07T04:32:45.986604+00:00,SwedeninKR,2025-11-06T05:30:12+00:00,,,,
Q18333541,Sveriges ambassad i Singapore,,2026-02-07T04:32:45.986604+00:00,SwedeninSG,closed,,,,
Q17643116,Sveriges ambassad i Skopje,,,,,,,,
Q10686024,Sveriges ambassad i Tallinn,,2026-02-07T04:32:45.986604+00:00,SwedeninEE,2023-12-14T07:54:43+00:00,,,,
Q4374091,Sveriges ambassad i Tbilisi,,,,,,,,
Q10686027,Sveriges ambassad i Teheran,,,,,,,,
Q10686026,Sveriges ambassad i Tel Aviv,,,,,,,,
Q18333543,Sveriges ambassad i Tirana,,2026-02-07T04:32:45.986604+00:00,SwedeninAL,2025-11-06T21:14:53+00:00,,,,
Q10686028,Sveriges ambassad i Tokyo,,2026-02-07T04:32:45.986604+00:00,EmbSweTokyo,2026-02-06T06:51:44+00:00,,,,
Q18333545,Sveriges ambassad i Tunis,,,,,,,,
Q17642830,Sveriges ambassad i Vilnius,,2026-02-07T04:32:45.986604+00:00,swedeninltu,closed,,,,
Q9149608,Sveriges ambassad i Warszawa,,2026-02-07T04:32:45.986604+00:00,AmbSzweWarszawa,2026-02-06T20:37:11+00:00,,,,
Q27588337,Sveriges ambassad i Washington,,2026-02-07T04:32:45.986604+00:00,SwedeninUSA,2026-02-06T14:34:23+00:00,,,,
Q27588313,Sveriges ambassad i Wien,,2026-02-07T04:32:45.986604+00:00,SwedeninAT,2026-02-06T21:41:59+00:00,,,,
Q17561300,Sveriges ambassad i Zagreb,,,,,,,,
Q108059437,Sveriges delegation vid Nato,,,,,,,,
Q108059417,"Sveriges delegation vid Organisationen för ekonomiskt samarbete och utveckling (OECD) och Förenta nationernas organisation för utbildning, vetenskap och kultur (Unesco)",,2026-02-07T04:32:45.986604+00:00,SweOECDUNESCO,2026-02-04T10:55:12+00:00,,,,
Q18449197,Sveriges författarfond,,,,,,,,
Q101070007,Sveriges generalkonsulat i Bryssel,,,,,,,,
Q18747057,Sveriges generalkonsulat i Hongkong,,,,,,,,
Q64868083,Sveriges generalkonsulat i Istanbul,,2026-02-07T04:32:45.986604+00:00,swedenistanbul,closed,,,,
Q19978223,Sveriges generalkonsulat i New York,,2026-02-07T04:32:45.986604+00:00,swedennewyork,2026-02-03T22:18:49+00:00,,,,
Q29042839,Sveriges generalkonsulat i Sankt Petersburg,,,,,,,,
Q474816,Sveriges geologiska undersökning,,2026-02-07T04:32:45.986604+00:00,sguSverige,2025-06-16T07:49:03+00:00,,,,
Q114612578,Sveriges konsulat i Eswatini,,,,,,,,
Q1312762,Sveriges lantbruksuniversitet,,2026-02-07T04:32:45.986604+00:00,_slu,closed,,,,
Q2983328,Sveriges meteorologiska och hydrologiska institut,,2026-02-07T04:32:45.986604+00:00,SMHI,2026-02-02T22:31:27+00:00,,,,
Q564652,Sveriges riksbank,,2026-02-07T04:32:45.986604+00:00,riksbanken,2025-08-12T12:14:08+00:00,,,,
Q108059419,Sveriges ständiga delegation vid Organisationen för säkerhet och samarbete i Europa,,2026-02-07T04:32:45.986604+00:00,swedeninatosce,2026-02-04T07:53:51+00:00,,,,
Q108059436,Sveriges ständiga representation vid Europarådet,,,,,,,,
Q108059435,Sveriges ständiga representation vid de internationella organisationerna i Genève,,2026-02-07T04:32:45.986604+00:00,SwedenGeneva,2026-02-06T14:31:10+00:00,,,,
Q511326,Säffle kommun,,2026-02-07T04:32:45.986604+00:00,Safflekommun,2019-04-27T12:31:25+00:00,,,,
Q10687953,Säkerhets- och integritetsskyddsnämnden,,,,,,,,
Q1331110,Säkerhetspolisen,,2026-02-07T04:32:45.986604+00:00,SAPOsverige,2025-03-11T08:08:18+00:00,,,,
Q1345439,Säters kommun,,,,,,,,
Q505239,Sävsjö kommun,,2026-02-07T04:32:45.986604+00:00,SavsjoStad,2012-11-07T20:00:46+00:00,,,,
Q145835,Söderhamns kommun,,,,,,,,
Q515680,Söderköpings kommun,,,,,,,,
Q516336,Södertälje kommun,,2026-02-07T04:32:45.986604+00:00,Sodertalje,2023-11-24T08:31:25+00:00,,,,
Q10688816,Södertälje tingsrätt,,,,,,,,
Q3110979,Södertörns högskola,,2026-02-07T04:32:45.986604+00:00,sodertorn,2024-06-28T15:56:23+00:00,,,,
Q10688835,Södertörns tingsrätt,,,,,,,,
Q515409,Sölvesborgs kommun,,,,,,,,
Q10690573,Tandvårds- och läkemedelsförmånsverket,,,,,,,,
Q511228,Tanums kommun,,2026-02-07T04:32:45.986604+00:00,Tanums_kommun,2024-09-24T14:12:07+00:00,,,,
Q501432,Tibro kommun,,,,,,,,
Q501459,Tidaholms kommun,,,,,,,,
Q510198,Tierps kommun,,2026-02-07T04:32:45.986604+00:00,tierpskommun,protected,,,,
Q3370919,Tillväxtverket,,2026-02-07T04:32:45.986604+00:00,tillvaxtverket,2023-02-08T12:58:51+00:00,,,,
Q504983,Timrå kommun,,2026-02-07T04:32:45.986604+00:00,timrakommun,2018-01-22T07:47:39+00:00,,,,
Q515491,Tingsryds kommun,,,,,,,,
Q501448,Tjörns kommun,,2026-02-07T04:32:45.986604+00:00,tjornskommun,closed,,,,
Q515519,Tomelilla kommun,,2026-02-07T04:32:45.986604+00:00,tomelillakommun,2014-10-19T14:40:25+00:00,,,,
Q510135,Torsby kommun,,2026-02-07T04:32:45.986604+00:00,torsbykommun,2020-10-12T17:08:06+00:00,,,,
Q515551,Torsås kommun,,,,,,,,
Q2445509,Totalförsvarets forskningsinstitut,,2026-02-07T04:32:45.986604+00:00,FOIresearch,2026-02-06T14:57:11+00:00,,,,
Q10701016,Trafikanalys,,2026-02-07T04:32:45.986604+00:00,trafikanalys,2026-02-03T07:16:45+00:00,,,,
Q1677108,Trafikverket,,2026-02-07T04:32:45.986604+00:00,Trafikverket,2024-01-31T16:38:31+00:00,,,,
Q501479,Tranemo kommun,,,,,,,,
Q10701323,Transportstyrelsen,,2026-02-07T04:32:45.986604+00:00,TS_Nyheter,2024-09-12T07:30:55+00:00,,,,
Q505071,Tranås kommun,,,,,,,,
Q33075523,Tredje AP-fonden,,,,,,,,
Q504219,Trelleborgs kommun,,2026-02-07T04:32:45.986604+00:00,TrelleborgSe,,,,,
Q28532,Trollhättans kommun,,,,,,,,
Q505064,Trosa kommun,,2026-02-07T04:32:45.986604+00:00,trosakommun,2023-04-26T06:31:47+00:00,,,,
Q4579704,Tullverket,,2026-02-07T04:32:45.986604+00:00,tull_media,closed,,,,
Q113730,Tyresö kommun,,2026-02-07T04:32:45.986604+00:00,tyresokommun,protected,,,,
Q493066,Täby kommun,,,,,,,,
Q501470,Töreboda kommun,,,,,,,,
Q501442,Uddevalla kommun,,2026-02-07T04:32:45.986604+00:00,Uddevallakommun,2023-11-22T12:49:00+00:00,,,,
Q10708427,Uddevalla tingsrätt,,,,,,,,
Q382808,Ulricehamns kommun,,2026-02-07T04:32:45.986604+00:00,ulricehamn_se,2019-04-24T09:03:37+00:00,,,,
Q507709,Umeå kommun,,2026-02-07T04:32:45.986604+00:00,UmeaKommun,2025-09-03T15:14:30+00:00,,,,
Q10709206,Umeå tingsrätt,,,,,,,,
Q1144565,Umeå universitet,,2026-02-07T04:32:45.986604+00:00,umeauniversitet,2025-01-30T09:25:17+00:00,umeauniversitet.bsky.social,2026-01-12T12:46:04.833Z,,
Q10709720,Universitets- och högskolerådet,,2026-02-07T04:32:45.986604+00:00,uhr_se,2023-12-07T08:30:58+00:00,,,,
Q15278226,Universitetskanslersämbetet,,,,,,,,
Q26253184,Upphandlingsmyndigheten,,2026-02-07T04:32:45.986604+00:00,uhmynd,2023-05-12T10:36:14+00:00,,,,
Q499425,Upplands Väsby kommun,,2026-02-07T04:32:45.986604+00:00,upplandsvasby,2020-12-16T13:18:21+00:00,,,,
Q113673,Upplands-Bro kommun,,2026-02-07T04:32:45.986604+00:00,upplands_bro,2023-04-04T12:31:36+00:00,,,,
Q59091,Uppsala kommun,,2026-02-07T04:32:45.986604+00:00,Uppsalakommun,2024-10-01T14:05:45+00:00,,,,
Q10710259,Uppsala tingsrätt,,,,,,,,
Q185246,Uppsala universitet,,2026-02-07T04:32:45.986604+00:00,uppsalauni,2024-10-22T14:33:24+00:00,,,,
Q515505,Uppvidinge kommun,,2026-02-07T04:32:45.986604+00:00,UppvidingeK,closed,,,,
Q111206162,Utbetalningsmyndigheten,,,,,,,,
Q4294535,Utbildningsdepartementet,,2026-02-07T04:32:45.986604+00:00,Utbdep,2025-06-30T14:15:11+00:00,,,,
Q776570,Utrikesdepartementet,,2026-02-07T04:32:45.986604+00:00,SweMFA,2026-02-06T09:00:33+00:00,,,,
Q80207147,Utrikesförvaltningens antagningsnämnd,,,,,,,,
Q515969,Vadstena kommun,,2026-02-07T04:32:45.986604+00:00,vadstenakommun,2020-10-16T12:48:32+00:00,,,,
Q605329,Vaggeryds kommun,,2026-02-07T04:32:45.986604+00:00,vaggerydskommun,2024-09-17T13:32:06+00:00,,,,
Q509997,Valdemarsviks kommun,,,,,,,,
Q501526,Vallentuna kommun,,2026-02-07T04:32:45.986604+00:00,VallentunaKomm,2015-08-14T20:56:50+00:00,,,,
Q2872821,Valmyndigheten,,2026-02-07T04:32:45.986604+00:00,valmyndigheten,,,,,
Q10712421,Valprövningsnämnden,,,,,,,,
Q501551,Vansbro kommun,,2026-02-07T04:32:45.986604+00:00,Vansbrokommun,,,,,
Q501428,Vara kommun,,,,,,,,
Q179180,Varbergs kommun,,2026-02-07T04:32:45.986604+00:00,Varbergskommun,2019-07-09T18:32:41+00:00,,,,
Q10712935,Varbergs tingsrätt,,,,,,,,
Q500090,Vaxholms kommun,,,,,,,,
Q511338,Vellinge kommun,,2026-02-07T04:32:45.986604+00:00,Vellinge,2019-10-03T07:29:25+00:00,,,,
Q4355568,Verket för innovationssystem,,2026-02-07T04:32:45.986604+00:00,vinnovase,2024-02-27T12:22:55+00:00,,,,
Q7654827,Vetenskapsrådet,,2026-02-07T04:32:45.986604+00:00,vetenskapsradet,2024-10-10T13:21:27+00:00,,,,
Q505052,Vetlanda kommun,,2026-02-07T04:32:45.986604+00:00,vetlandakommun,2023-05-15T13:01:04+00:00,,,,
Q515861,Vilhelmina kommun,,,,,,,,
Q505057,Vimmerby kommun,,2026-02-07T04:32:45.986604+00:00,vimmerbykommun,2012-07-06T08:21:20+00:00,,,,
Q504505,Vindelns kommun,,,,,,,,
Q249378,Vingåkers kommun,,2026-02-07T04:32:45.986604+00:00,Vingakerskommun,2016-08-09T11:40:44+00:00,,,,
Q511426,Vänersborgs kommun,,2026-02-07T04:32:45.986604+00:00,vanersborgs,2016-11-01T16:33:09+00:00,,,,
Q10717357,Vänersborgs tingsrätt,,,,,,,,
Q500210,Vännäs kommun,,2026-02-07T04:32:45.986604+00:00,Vannaskommun,2019-07-04T15:19:02+00:00,,,,
Q493841,Värmdö kommun,,2026-02-07T04:32:45.986604+00:00,varmdokommun,closed,,,,
Q10717670,Värmlands tingsrätt,,,,,,,,
Q280562,Värnamo kommun,,2026-02-07T04:32:45.986604+00:00,varnamokommun,2019-04-24T15:16:29+00:00,,,,
Q515477,Västerviks kommun,,2026-02-07T04:32:45.986604+00:00,vastervikkommun,2023-03-17T11:54:17+00:00,,,,
Q34550,Västerås kommun,,2026-02-07T04:32:45.986604+00:00,vasterasstad,2023-04-21T07:00:05+00:00,,,,
Q10718192,Västmanlands tingsrätt,,,,,,,,
Q3233447,Västra Götalandsregionen,,2026-02-07T04:32:45.986604+00:00,vgregion,2023-06-29T06:37:58+00:00,,,,
Q500217,Växjö kommun,,2026-02-07T04:32:45.986604+00:00,vaxjokommun,2019-07-26T06:59:07+00:00,,,,
Q18335025,Växjö tingsrätt,,,,,,,,
Q511297,Vårgårda kommun,,2026-02-07T04:32:45.986604+00:00,Vargardakommun,2019-09-24T08:50:33+00:00,,,,
Q515699,Ydre kommun,,,,,,,,
Q505102,Ystads kommun,,2026-02-07T04:32:45.986604+00:00,ystadskommun,2020-10-31T10:22:09+00:00,,,,
Q10723797,Ystads tingsrätt,,,,,,,,
Q2611994,kulturdepartementet,,2026-02-07T04:32:45.986604+00:00,KulturdepSv,2025-11-06T15:54:47+00:00,,,,
Q254799,Älmhults kommun,,,,,,,,
Q123855,Älvdalens kommun,,,,,,,,
Q59858,Älvkarleby kommun,,2026-02-07T04:32:45.986604+00:00,alvkarleby,,,,,
Q255025,Älvsbyns kommun,,,,,,,,
Q255206,Ängelholms kommun,,2026-02-07T04:32:45.986604+00:00,engelholm,2021-09-09T07:34:06+00:00,,,,
Q3406485,Åklagarmyndigheten,,2026-02-07T04:32:45.986604+00:00,aklagareSE,2024-12-30T08:01:02+00:00,,,,
Q271079,Åmåls kommun,,,,,,,,
Q271107,Ånge kommun,,,,,,,,
Q10726549,Ångermanlands tingsrätt,,,,,,,,
Q271153,Åre kommun,,2026-02-07T04:32:45.986604+00:00,Arekommun,,,,,
Q2777887,Årjängs kommun,,2026-02-07T04:32:45.986604+00:00,ArjangsKommun,2020-03-12T13:42:39+00:00,,,,
Q271274,Åsele kommun,,,,,,,,
Q201813,Åstorps kommun,,,,,,,,
Q271340,Åtvidabergs kommun,,,,,,,,
Q293928,Öckerö kommun,,2026-02-07T04:32:45.986604+00:00,Ockerokommun,2016-07-12T06:28:43+00:00,,,,
Q293970,Ödeshögs kommun,,,,,,,,
Q297718,Örebro kommun,,,orebrokommun,closed,,,,
Q10727496,Örebro tingsrätt,,,,,,,,
Q2002420,Örebro universitet,,2026-02-07T04:32:45.986604+00:00,orebrouni,2023-07-21T09:20:15+00:00,,,,
Q297936,Örkelljunga kommun,,,,,,,,
Q298003,Örnsköldsviks kommun,,,,,,,,
Q306789,Östersunds kommun,,,,,,,,
Q10728135,Östersunds tingsrätt,,,,,,,,
Q117728,Österåkers kommun,,2026-02-07T04:32:45.986604+00:00,osteraker,2023-04-12T06:35:53+00:00,,,,
Q59093,Östhammars kommun,,,,,,,,
Q307370,Östra Göinge kommun,,,,,,,,
Q307569,Överkalix kommun,,,,,,,,
Q80207151,Överklagandenämnden för etikprövning,,,,,,,,
Q10728611,Överklagandenämnden för högskolan,,,,,,,,
Q80207153,Överklagandenämnden för nämndemannauppdrag,,,,,,,,
Q10728612,Överklagandenämnden för studiestöd,,,,,,,,
Q307603,Övertorneå kommun,,,,,,,,
